GEOID,NAME,LST_DAY,SMS_AM,SAR,PA,NDVI,ET,LST_NIGHT,PAR,SMS_PM,YIELD
38075,RENVILLE,15130.22714,0.172070938,-11.90539969,2.050364321,5679.559821,160.7565606,14222.46964,19.91587449,0.167282036,22.7
38101,WARD,15172.59717,0.18848801,-12.31845696,2.013801362,5600.855576,156.8396725,14266.23143,19.79528493,0.184750646,21.4
38015,BURLEIGH,15162.48674,0.204456314,-12.30293404,2.498244262,6068.154636,171.9036013,14270.48738,19.2470817,0.202059962,29.7
38029,EMMONS,15199.22962,0.178840063,-12.28173245,2.702333321,5991.756448,171.6123802,14325.24114,19.37407992,0.17918571,29.9
38037,GRANT,15281.92677,0.148672342,-12.61364309,2.380231356,5259.422209,145.7310549,14289.77036,17.51336048,0.146821176,27
38059,MORTON,15242.27849,0.167682872,-12.18883424,2.434831526,5762.658056,160.5004607,14272.01222,18.22131687,0.166201921,27
38021,DICKEY,15120.71698,0.223021751,-11.62959168,2.901739325,6430.72415,193.2971807,14369.5887,21.47861027,0.216511816,43.3
38045,LAMOURE,15071.99416,0.23337459,-11.31013636,2.953616873,6574.355289,199.5378611,14352.27998,21.71798163,0.222870004,46.8
38047,LOGAN,15091.53561,0.247387125,-12.18689534,3.16656432,6239.01156,175.7440572,14332.57925,20.03602566,0.241939193,36.2
38051,MCINTOSH,15105.9488,0.238270492,-12.07581207,2.758809916,6292.21164,180.3157307,14340.94387,20.04786763,0.233748979,36.2
38073,RANSOM,15135.95731,0.21250335,-11.42360579,2.671096942,6513.659142,197.0214065,14356.57373,23.53450222,0.206999407,46.3
38077,RICHLAND,15107.44728,0.212180682,-10.89494792,2.858933826,6751.631684,199.2067075,14382.33792,24.94292272,0.202897648,47.4
38081,SARGENT,15089.39753,0.228480281,-11.13002766,2.714784948,6690.501644,197.922573,14383.07296,22.9567317,0.224037983,48.3
38001,ADAMS,15305.36289,0.132184677,-12.79265522,2.047141153,5039.238425,136.640923,14277.98722,15.61071612,0.133796855,23.1
38011,BOWMAN,15246.75989,0.138860471,-11.73606576,1.968455722,5134.32645,143.7159178,14266.62092,14.5068953,0.141168063,23.1
38033,GOLDENVALLEY,15304.75855,0.129915982,-13.56593431,1.465664867,4782.97344,119.8143268,14255.7694,14.07242387,0.134562847,23.1
38041,HETTINGER,15275.64725,0.138198244,-12.68711753,1.883008115,5092.973203,142.4718191,14260.21605,16.57029452,0.137420767,23.1
38087,SLOPE,15210.0501,0.145047418,-11.15697651,2.148872524,5195.33314,146.5421904,14245.60688,14.90944601,0.145862141,23.1
38089,STARK,15269.16021,0.147495804,-12.69832452,2.30516748,5253.339443,145.920167,14265.82058,16.60237045,0.144916903,23.1
38007,BILLINGS,15282.79267,0.145424386,-11.67178504,2.432415475,5732.480755,137.4670217,14252.13972,15.3511424,0.147780352,23.1
38053,MCKENZIE,15213.25308,0.151328749,-12.48250276,2.137409193,5129.632707,132.9601142,14283.73562,16.66452227,0.151392276,20.5
38055,MCLEAN,15165.22079,0.190684418,-12.25709829,2.235631888,5771.580464,160.0952178,14268.85578,19.25216353,0.188264428,25.5
38065,OLIVER,15264.41671,0.17655961,-12.43099973,2.080583707,5653.536273,154.9053469,14251.14546,18.41267964,0.173951431,27.1
38025,DUNN,15282.17509,0.154371901,-12.85453364,2.20911068,5393.998332,143.7892861,14246.32964,16.75382179,0.153120877,24.4
38057,MERCER,15235.83523,0.162214078,-12.42497203,2.131383203,5600.092413,150.139676,14287.72534,18.39738203,0.158164265,24.4
